"FOLIO","VIV_SEL","HOGAR","N_REN","P6_1_01","P6_1_02","P6_1_03","P6_1_04","P6_1_05","P6_1_06","P6_1_07","P6_1_08","P6_1_09","P6_1_10","P6_2_1","P6_3A_1","P6_3B_1","P6_3C_1","P6_3D_1","P6_2_2","P6_3A_2","P6_3B_2","P6_3C_2","P6_3D_2","P6_2_3","P6_3A_3","P6_3B_3","P6_3C_3","P6_3D_3","P6_4_1","P6_4_2","P6_4_3","P6_4_4","P6_5_1","P6_5_2","P6_5_3","P6_5_4","P6_5_5","P6_6_1","P6_6_2","P6_6_3","P6_6_4","P6_6_5","P6_6_6","P6_6_7","P6_6_8","P6_6_9","EST_DIS","UPM_DIS","FACTOR"
"2000940","04","1","03","1","1","2","2","2","2","2","2","2","2","1","1","2","1","2","2","1","2","1","2","","","","","","2","2","2","2","2","1","1","2","2","1","1","2","2","1","1","2","2","2","297","0003961",1756
"2001027","19","1","04","1","2","2","2","2","2","2","2","2","2","2","2","2","3","3","","","","","","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","298","0003963",2488
"2001061","03","1","03","1","2","2","2","2","2","2","2","2","2","3","2","3","2","4","","","","","","","","","","","1","2","2","2","1","1","1","2","1","2","2","2","2","2","2","1","2","2","298","0003964",2289
"2001061","19","1","05","2","2","1","2","2","2","2","2","2","2","","","","","","","","","","","3","2","3","2","4","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","1","298","0003964",2245
"2001214","07","1","03","1","1","2","2","2","2","2","2","2","2","1","1","2","2","4","1","2","4","2","4","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","299","0003966",1819
"2001221","18","1","04","1","1","2","2","2","2","2","2","2","2","2","2","2","2","3","3","2","2","3","3","","","","","","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","1","2","2","299","0003967",3258
"2001409","06","1","05","1","1","2","2","2","2","2","2","2","2","2","2","2","2","4","2","2","3","2","4","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","298","0003969",4021
"2001409","17","1","03","1","2","2","2","2","2","2","2","2","2","1","1","1","1","1","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","2","1","2","2","2","298","0003969",1577
"2001453","02","1","03","1","1","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","1","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","293","0003970",2726
"2001453","04","1","03","1","1","2","2","2","2","2","2","2","2","2","2","3","1","4","2","1","3","1","4","","","","","","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","293","0003970",2779
"2001463","03","1","03","1","2","2","2","2","2","2","2","2","2","3","1","2","2","2","","","","","","","","","","","1","1","2","1","2","2","2","2","2","2","2","1","2","2","2","2","2","2","293","0003972",1610
"2001463","04","1","02","1","2","2","2","2","2","2","2","2","2","2","1","1","1","4","","","","","","","","","","","1","1","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","293","0003972",1073
"2001881","01","1","04","1","1","2","2","2","2","2","2","2","2","2","2","2","4","3","3","3","3","4","4","","","","","","1","1","2","2","2","2","2","2","2","1","2","1","2","2","2","1","2","2","293","0003981",4430
"2002106","07","1","02","1","2","2","2","2","2","2","2","2","2","2","1","4","3","4","","","","","","","","","","","2","2","2","1","2","1","2","2","2","2","2","2","2","2","1","1","2","2","301","0003984",1510
"2002148","07","1","04","2","2","1","2","2","2","2","2","2","2","","","","","","","","","","","1","1","1","1","1","2","2","2","2","2","2","2","2","2","1","2","2","2","2","1","2","2","2","302","0003985",2836
"2002326","14","1","03","1","2","2","2","2","2","2","2","2","2","2","5","4","4","3","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","300","0003987",1895
"2002627","06","1","05","1","1","2","2","2","2","2","2","2","2","2","1","2","1","3","2","1","3","1","3","","","","","","2","2","2","2","2","2","2","2","2","2","1","2","2","2","1","2","2","2","300","0003992",3638
"2002627","07","1","02","1","2","2","2","2","2","2","2","2","2","2","1","2","1","3","","","","","","","","","","","1","2","1","1","1","2","2","2","2","2","2","2","2","2","1","2","2","2","300","0003992",2140
"2002627","16","1","04","1","1","2","2","2","2","2","2","2","2","1","1","3","1","2","2","3","4","1","3","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","300","0003992",2854
"2002627","17","1","03","1","1","2","2","2","2","2","2","2","2","1","1","1","2","2","1","1","1","2","2","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","1","2","2","300","0003992",2910
"2002694","08","1","04","1","1","2","2","2","2","2","2","2","2","2","1","2","1","2","2","1","2","1","2","","","","","","2","2","2","2","2","2","2","2","2","2","2","1","2","2","1","2","2","2","300","0003995",2783
"2002694","17","1","06","2","2","1","2","2","2","2","2","2","2","","","","","","","","","","","1","1","1","2","3","2","2","2","2","2","1","1","2","1","2","1","2","2","1","1","1","2","2","300","0003995",4174
"2002830","18","1","04","1","1","2","2","2","2","2","2","2","2","1","2","1","3","3","1","4","1","4","4","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","302","0003998",2442
"2002884","04","1","03","1","1","2","2","2","2","2","2","2","2","1","1","1","1","3","1","1","1","1","3","","","","","","2","2","2","2","2","2","2","2","2","1","1","2","1","2","1","2","2","2","301","0003999",2508
"2002884","08","1","02","2","1","2","2","2","2","2","2","2","2","","","","","","1","1","2","1","2","","","","","","2","2","2","2","2","2","1","2","2","2","1","1","2","1","1","1","2","2","301","0003999",1254
"2003008","02","1","02","1","2","2","2","2","2","2","2","2","2","3","2","1","1","1","","","","","","","","","","","2","2","2","1","2","2","2","2","2","1","2","2","2","2","2","2","2","2","295","0004001",1392
"2003266","05","1","03","1","1","2","2","2","2","2","2","2","2","3","3","2","3","3","3","4","4","3","4","","","","","","2","2","2","2","2","1","2","2","2","2","2","2","2","2","1","2","2","2","302","0004004",2623
"2003266","07","1","03","1","1","2","2","2","2","2","2","2","2","2","1","2","2","2","2","1","2","2","2","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","302","0004004",2623
"2003321","11","1","02","1","2","2","2","2","2","2","2","2","2","2","1","3","1","3","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","1","2","1","1","1","2","2","301","0004005",1783
"2003431","02","1","02","1","2","2","2","2","2","2","2","2","2","2","2","2","1","1","","","","","","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","302","0004008",1920
"2060029","03","1","04","1","1","2","2","2","2","2","2","2","2","2","1","3","1","4","2","1","4","1","4","","","","","","2","2","2","2","2","2","2","2","2","1","1","1","2","2","1","1","2","2","304","0004011",5544
"2060167","02","1","05","1","2","1","2","2","2","2","2","2","2","2","2","1","2","1","","","","","","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","304","0004013",4524
"2060167","07","1","03","1","1","2","2","2","2","2","2","2","2","1","2","1","2","3","2","3","4","3","4","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","2","1","2","2","2","304","0004013",3549
"2060167","11","1","03","1","1","2","2","2","2","2","2","2","2","1","1","2","1","4","2","2","3","1","4","","","","","","2","2","2","2","1","2","1","2","1","2","2","2","2","2","1","1","2","2","304","0004013",2714
"2060349","06","1","03","1","2","1","2","2","2","2","2","2","2","1","1","2","1","2","","","","","","1","1","1","1","1","1","1","2","1","2","1","2","2","1","1","2","2","1","2","1","2","2","2","305","0004015",3327
"2060349","09","1","04","2","2","1","1","2","2","2","2","2","2","","","","","","","","","","","1","2","2","5","4","2","2","2","1","2","2","2","2","2","1","2","2","2","2","2","2","2","2","305","0004015",4437
"2060432","15","1","05","1","2","2","2","2","2","2","2","2","2","2","2","4","2","4","","","","","","","","","","","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","304","0004017",4436
"2060477","16","1","03","1","1","2","2","2","2","2","2","2","2","2","1","2","2","4","2","4","4","3","4","","","","","","2","2","2","2","2","2","2","2","2","1","1","1","2","2","2","2","2","2","304","0004019",2585
"2060477","20","1","02","2","1","2","2","2","2","2","2","2","2","","","","","","1","2","1","1","2","","","","","","1","1","2","1","2","2","2","2","2","2","2","2","2","2","1","1","2","2","304","0004019",1723
"2060677","07","1","04","1","1","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","1","","","","","","2","2","2","2","2","2","2","2","2","1","1","2","2","2","1","2","2","2","304","0004022",7048
"2060684","07","1","03","1","2","2","2","2","2","2","2","2","2","1","1","1","1","1","","","","","","","","","","","1","1","1","1","1","1","2","1","1","2","2","2","2","2","1","2","2","2","304","0004023",2304
"2060684","15","1","03","1","1","2","2","2","2","2","2","2","2","2","3","4","4","2","2","1","2","3","3","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","304","0004023",2349
"2060696","06","1","03","1","1","2","2","2","2","2","2","2","2","1","2","2","1","3","2","1","1","1","3","","","","","","2","2","2","2","2","2","1","2","2","1","2","2","2","2","2","2","2","2","304","0004024",3055
"2060696","18","1","01","1","2","2","2","2","2","2","2","2","2","3","2","2","1","3","","","","","","","","","","","1","1","1","1","2","2","1","2","2","2","2","2","2","2","2","2","2","1","304","0004024",2077
"2060733","05","1","02","1","1","2","2","2","2","2","2","2","2","2","1","1","1","1","2","1","1","1","1","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","2","1","2","2","2","304","0004025",1953
"2060880","11","1","05","1","1","2","2","2","2","2","2","2","2","2","1","3","1","3","2","1","3","3","3","","","","","","2","2","2","2","2","2","2","2","2","1","1","2","2","2","1","1","2","2","304","0004027",4663
"2060880","12","1","04","1","2","2","2","2","2","2","2","2","2","2","1","1","1","2","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","1","2","1","1","2","2","2","304","0004027",2743
"2060895","02","1","05","1","1","2","2","2","2","2","2","2","2","2","1","2","3","4","2","1","2","2","4","","","","","","2","2","2","2","2","1","2","2","2","2","2","2","2","2","1","2","2","2","304","0004028",3930
"2060895","10","1","03","1","1","2","2","2","2","2","2","2","2","3","2","2","2","2","3","3","3","2","4","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","304","0004028",2313
"2060895","16","1","02","1","1","2","2","2","2","2","2","2","2","2","2","2","1","3","2","2","4","4","4","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","304","0004028",3084
"2060895","19","1","05","1","1","2","2","2","2","2","2","2","2","2","1","1","1","4","2","1","1","1","4","","","","","","1","1","1","1","2","2","2","2","2","1","1","2","2","2","1","2","2","2","304","0004028",3930
"2061241","03","1","03","1","2","2","2","2","2","2","2","2","2","2","2","4","2","4","","","","","","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","304","0004029",3301
"2061365","14","1","03","1","1","2","2","2","2","2","2","2","2","2","1","1","1","1","2","1","1","1","1","","","","","","2","2","2","2","2","2","2","2","2","2","1","2","2","2","1","2","2","2","304","0004030",1697
"2061396","07","1","04","1","2","2","2","2","2","2","2","2","2","2","5","3","4","4","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","304","0004031",3467
"2061568","12","1","03","1","1","2","2","2","2","2","2","2","2","1","1","1","1","3","1","1","1","1","3","","","","","","2","2","2","2","2","2","2","2","2","1","1","2","2","2","1","1","2","2","304","0004032",2981
"2061568","16","1","02","1","2","1","2","2","2","2","2","2","2","1","1","1","1","1","","","","","","3","2","3","3","4","2","2","2","1","2","2","2","2","2","2","2","1","2","2","1","2","2","2","304","0004032",1491
"2061760","05","1","05","1","2","1","2","2","2","2","2","2","2","2","1","3","4","4","","","","","","2","4","4","4","4","2","2","2","2","2","2","1","2","2","1","2","2","1","2","1","2","2","2","304","0004034",4110
"2062158","01","1","03","1","1","2","2","2","2","2","2","2","2","1","1","1","1","2","1","1","1","1","2","","","","","","2","2","2","2","2","2","2","2","2","1","1","2","2","2","1","2","2","2","304","0004036",4036
"2062158","14","1","02","1","2","2","2","2","2","2","2","2","2","1","1","1","1","2","","","","","","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","304","0004036",2058
"2062323","17","1","03","1","1","2","2","2","2","2","2","2","2","2","1","2","1","1","3","2","3","2","2","","","","","","1","1","2","2","2","1","1","1","1","1","2","2","2","2","2","2","2","2","305","0004037",3287
"2062512","09","1","02","1","2","2","2","2","2","2","2","2","2","3","2","2","2","3","","","","","","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","304","0004040",1480
"2062512","17","1","03","1","1","2","2","2","2","2","2","2","2","2","1","1","1","4","1","4","4","1","4","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","304","0004040",2221
"2062571","07","1","05","1","1","2","2","2","2","2","2","2","2","1","1","1","1","1","3","2","4","4","4","","","","","","1","1","1","1","1","1","2","2","2","1","2","2","2","2","1","2","2","2","304","0004042",1696
"2062573","03","1","03","1","2","2","2","2","2","2","2","2","2","2","1","1","2","1","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","1","2","1","2","1","2","2","2","305","0004043",4324
"2062573","06","1","03","1","2","2","2","2","2","2","2","2","2","2","1","2","2","3","","","","","","","","","","","1","1","1","1","2","2","2","2","2","1","2","1","2","2","1","1","2","2","305","0004043",3181
"2062573","16","1","03","1","1","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","2","","","","","","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","305","0004043",3181
"2062573","17","1","03","1","2","2","2","2","2","2","2","2","2","3","3","2","3","3","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","305","0004043",2120
"2062692","19","1","02","2","1","2","2","2","2","2","2","2","2","","","","","","2","2","2","2","2","","","","","","2","2","2","1","2","2","2","2","2","2","2","1","2","2","2","2","2","2","304","0004046",1844
"2062713","17","1","03","1","1","2","2","2","2","2","2","2","2","3","1","2","4","4","3","3","4","4","4","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","304","0004048",3176
"2062827","20","1","03","1","1","2","2","2","2","2","2","2","2","2","1","1","1","1","2","2","2","2","2","","","","","","2","2","2","2","2","2","2","2","2","1","1","2","2","2","1","2","2","2","304","0004049",3025
"2100155","05","1","03","1","1","2","2","2","2","2","2","2","2","2","1","1","1","3","2","2","2","1","2","","","","","","2","2","2","2","2","1","2","2","2","1","1","2","2","2","2","2","2","2","307","0004051",3631
"2100222","05","1","02","1","1","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","3","","","","","","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","307","0004053",3127
"2100541","01","1","03","1","2","2","2","2","2","2","2","2","2","2","2","2","2","3","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","1","1","2","2","2","308","0004059",4152
"2100816","04","1","05","1","2","2","2","2","2","2","2","2","2","1","2","2","1","3","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","2","1","2","2","2","307","0004063",7210
"2101206","02","1","04","1","2","2","2","2","2","2","2","2","2","2","1","1","1","5","","","","","","","","","","","2","2","1","1","1","1","2","2","2","1","1","1","2","2","1","2","2","2","307","0004072",3918
"2101240","03","1","03","1","2","2","2","2","2","2","2","2","2","3","2","3","4","4","","","","","","","","","","","2","1","1","1","2","1","1","2","2","2","2","2","2","2","1","2","2","2","306","0004073",6393
"2101250","05","1","02","1","1","2","2","2","2","2","2","2","2","3","3","2","4","4","3","4","3","4","4","","","","","","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","306","0004074",3065
"2101292","03","1","09","1","2","1","2","2","2","2","2","2","2","1","1","1","1","1","","","","","","1","2","2","1","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","306","0004075",11849
"2101428","01","1","03","1","2","2","2","2","1","2","2","2","2","2","1","2","2","3","","","","","","2","3","3","3","4","2","2","2","2","2","2","1","2","1","2","2","2","2","2","1","2","2","2","307","0004081",4796
"2101501","01","1","03","1","1","2","2","2","2","2","2","2","2","1","1","1","1","1","1","2","1","1","1","","","","","","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","307","0004085",3775
"2101610","03","1","04","1","2","2","2","2","2","2","2","2","2","1","1","1","1","1","","","","","","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","306","0004088",3581
"2102023","04","1","05","1","1","2","2","2","2","2","2","2","2","2","2","2","1","1","2","1","2","2","3","","","","","","2","2","2","2","2","2","2","2","2","1","1","2","1","2","1","2","2","2","306","0004096",3390
"2102173","05","1","05","1","1","2","2","2","2","2","2","2","2","2","3","3","3","2","3","2","2","3","2","","","","","","2","1","1","2","2","1","2","1","2","2","2","2","2","2","2","2","1","2","307","0004097",6744
"2102186","05","1","04","1","1","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","1","","","","","","1","1","1","1","2","2","2","2","2","1","1","1","2","1","1","1","2","2","307","0004098",5585
"2102508","01","1","03","1","1","2","2","2","2","2","2","2","2","1","1","2","1","1","2","2","2","2","2","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","2","1","2","2","2","307","0004101",3977
"2102838","04","1","04","1","2","1","2","2","2","2","2","2","2","2","2","1","2","4","","","","","","3","3","1","4","4","2","1","2","2","1","1","1","2","2","1","2","2","2","2","2","2","2","2","307","0004106",8120
"2102850","03","1","03","1","1","2","2","2","2","2","2","2","2","1","3","3","2","4","2","3","3","3","4","","","","","","2","1","1","1","2","2","2","2","2","2","2","2","2","2","1","2","2","2","308","0004107",3793
"2103110","05","1","02","1","2","2","2","2","2","2","2","2","2","1","1","2","1","2","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","307","0004114",2601
"2103178","02","1","05","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","3","3","3","3","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","2","1","2","2","2","306","0004117",5768
"2103178","04","1","05","1","2","2","2","2","2","2","2","2","2","2","4","4","4","4","","","","","","","","","","","1","1","1","1","1","1","1","2","2","2","2","2","2","2","1","2","2","2","306","0004117",6242
"2103656","05","1","03","1","1","2","2","2","2","2","2","2","2","1","2","1","2","2","1","3","3","3","3","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","306","0004131",3689
"2103696","03","1","02","1","1","2","2","2","2","2","2","2","2","2","1","1","1","2","2","2","2","2","2","","","","","","1","1","1","1","2","2","1","2","2","2","2","2","1","2","2","1","2","2","306","0004133",3075
"2103897","04","1","04","1","1","2","2","2","2","2","2","2","2","2","3","4","4","4","2","4","4","4","4","","","","","","2","2","2","2","2","2","1","2","2","2","2","2","2","2","1","2","2","2","315","0004140",5531
"2104043","04","1","05","1","1","2","2","2","2","2","2","2","2","2","3","2","2","2","2","3","2","2","2","","","","","","2","2","2","2","2","1","1","2","1","2","2","1","2","2","1","2","2","2","315","0004141",6475
"2104332","04","1","03","1","2","2","2","1","2","2","2","2","2","2","2","2","1","3","","","","","","1","1","1","2","2","1","1","1","2","2","1","2","2","2","1","2","2","2","1","2","2","2","2","315","0004147",7820
"2104474","15","1","04","1","1","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","1","","","","","","2","1","2","2","1","1","2","2","2","1","1","2","2","2","1","2","2","2","318","0004148",8299
"2104634","02","1","04","1","1","2","2","2","2","2","2","2","2","1","1","1","1","2","1","1","1","1","2","","","","","","2","2","2","2","2","2","2","2","2","1","2","1","2","2","2","2","2","2","311","0004152",13730
"2104860","03","1","03","1","1","2","2","2","2","2","2","2","2","1","2","2","4","4","3","4","4","3","4","","","","","","2","2","2","2","2","2","2","2","2","1","2","1","2","2","2","2","2","2","310","0004155",4019
"2105287","18","1","04","1","1","2","2","2","2","2","2","2","2","2","1","1","1","2","2","1","1","1","2","","","","","","2","2","2","2","2","2","2","2","2","1","1","2","2","2","1","2","2","2","318","0004157",5984
"2105287","20","1","05","1","1","2","2","2","2","2","2","2","2","1","2","2","1","1","1","2","1","1","2","","","","","","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","318","0004157",6912
"2105407","04","1","02","1","2","2","2","2","2","1","2","2","2","1","1","1","1","2","","","","","","1","1","3","4","4","2","2","2","2","2","2","2","2","2","1","2","2","2","2","1","2","2","2","312","0004159",4062
"2105593","07","1","05","1","1","2","2","2","2","2","2","2","2","2","1","1","1","3","2","1","1","1","4","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","317","0004164",5030
"2105593","16","1","03","2","1","2","2","1","2","2","2","2","2","","","","","","3","2","3","3","4","1","1","1","1","2","2","2","2","2","2","1","2","2","2","1","1","2","2","1","2","2","2","2","317","0004164",4024
"2105593","18","1","02","2","1","2","2","2","2","2","2","2","2","","","","","","2","4","3","1","3","","","","","","2","1","1","1","2","1","2","2","2","1","1","2","2","2","2","2","2","2","317","0004164",2177
"2105648","04","1","03","1","2","2","2","2","2","2","2","2","2","1","1","1","1","1","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","318","0004165",4652
"2105820","04","1","04","1","2","2","2","2","2","2","2","2","2","2","1","2","1","4","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","2","2","2","310","0004171",7259
"2105849","05","1","03","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","3","2","2","","","","","","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","310","0004172",4144
"2105963","19","1","03","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","318","0004174",4561
"2106103","01","1","04","1","1","2","2","2","2","2","2","2","2","2","1","1","1","1","3","1","4","4","4","","","","","","2","1","1","2","1","1","2","2","2","1","2","2","2","2","2","2","2","2","317","0004176",3396
"2106103","19","1","03","1","2","2","2","2","2","2","2","2","2","1","1","1","1","1","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","1","2","2","1","2","2","2","317","0004176",3396
"2106164","04","1","03","1","1","2","2","2","2","2","2","2","2","2","1","2","2","3","2","1","2","1","3","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","318","0004177",4176
"2106209","06","1","02","1","2","2","2","2","2","2","2","2","2","1","1","1","1","1","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","1","2","2","2","2","2","2","318","0004178",4023
"2106341","12","1","02","1","1","2","2","2","2","2","2","2","2","3","2","2","2","2","3","2","2","2","2","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","319","0004179",2137
"2106341","20","1","03","1","1","2","2","2","2","2","2","2","2","3","3","3","3","3","4","3","4","3","4","","","","","","2","2","2","2","2","2","1","1","1","1","2","2","2","2","2","2","2","2","319","0004179",2962
"2106812","01","1","03","1","1","2","2","2","2","2","2","2","2","2","1","1","1","1","2","3","3","3","4","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","319","0004183",3786
"2107327","01","1","03","1","2","2","2","2","2","2","2","2","2","2","1","1","1","1","","","","","","","","","","","1","1","1","1","1","1","2","2","2","1","2","2","2","2","2","2","2","2","320","0004192",3260
"2107327","10","1","03","1","1","2","2","2","2","2","2","2","2","3","2","3","1","4","2","2","3","2","3","","","","","","1","1","2","1","1","1","2","2","2","2","1","2","2","2","2","2","2","2","320","0004192",5291
"2107327","13","1","03","1","1","2","2","2","2","2","2","2","2","3","5","2","1","3","3","5","4","2","4","","","","","","2","2","2","1","2","2","2","2","2","2","2","1","2","2","2","2","2","2","320","0004192",4890
"2107769","19","1","02","1","1","2","2","2","2","2","2","2","2","1","1","1","3","1","2","2","2","2","3","","","","","","2","1","2","1","2","2","2","2","2","2","2","2","2","2","1","2","2","2","322","0004196",3023
"2107769","20","1","02","1","2","2","2","2","2","2","2","2","2","1","1","1","1","1","","","","","","","","","","","2","2","2","2","2","2","1","2","2","1","2","2","2","2","2","2","2","2","322","0004196",3271
"2107931","05","1","02","1","2","2","2","2","2","2","2","2","2","2","4","4","1","5","","","","","","","","","","","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","1","321","0004198",2783
"2107931","10","1","03","1","1","2","2","2","2","2","2","2","2","2","1","1","1","1","2","2","2","1","4","","","","","","2","2","2","2","2","2","2","2","2","1","1","2","2","1","1","2","2","2","321","0004198",3857
"2107931","11","1","04","1","1","2","2","2","2","2","2","2","2","3","2","2","3","4","3","2","2","3","4","","","","","","1","1","1","1","2","2","2","2","2","1","2","2","2","2","1","2","2","2","321","0004198",5143
"2107931","14","1","02","1","1","2","2","2","2","2","2","2","2","2","2","3","3","4","3","4","4","4","4","","","","","","1","1","2","2","1","1","2","2","2","1","1","1","2","2","1","1","2","2","321","0004198",2572
"2107959","15","1","03","2","2","1","1","2","2","2","2","2","2","","","","","","","","","","","2","1","1","2","4","2","2","2","2","2","2","2","2","2","2","2","2","1","2","1","2","2","2","321","0004199",2905
"2108135","04","1","02","1","2","2","2","2","2","2","2","2","2","2","1","2","1","2","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","1","2","2","2","2","2","2","322","0004201",2735
"2108135","13","1","02","2","2","1","2","2","2","2","2","2","2","","","","","","","","","","","1","1","1","2","1","2","2","2","2","2","2","2","2","2","2","2","2","1","2","1","2","2","2","322","0004201",2735
"2108135","17","1","05","1","1","2","2","2","2","2","2","2","2","2","3","2","4","1","2","4","2","4","4","","","","","","2","2","2","2","2","2","2","2","2","1","1","1","2","2","2","2","2","2","322","0004201",6837
"2108135","19","1","02","1","2","2","2","2","2","2","2","2","2","1","1","1","1","4","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","1","2","1","2","2","2","322","0004201",2735
"2160040","04","1","03","2","2","2","1","2","2","2","2","2","2","","","","","","","","","","","3","1","2","2","3","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","324","0004202",6820
"2160040","07","1","04","1","1","2","2","2","2","2","2","2","2","1","1","2","1","2","1","2","3","2","1","","","","","","2","2","2","2","2","2","2","2","1","1","1","2","2","2","2","2","2","2","324","0004202",9093
"2160273","05","1","03","1","2","2","1","2","2","2","2","2","2","1","1","2","1","1","","","","","","1","2","2","2","3","2","2","2","2","2","2","2","2","2","1","2","2","1","2","2","2","2","2","323","0004203",3923
"2160273","11","1","03","1","1","2","2","2","2","2","2","2","2","2","2","2","2","4","2","3","3","3","4","","","","","","2","2","1","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","323","0004203",4245
"2160273","18","1","03","1","1","2","2","2","2","2","2","2","2","3","2","3","3","4","2","1","2","1","2","","","","","","2","1","2","2","2","1","2","1","2","2","1","2","1","2","2","2","2","2","323","0004203",4245
"2160347","09","1","05","1","1","2","2","2","2","2","2","2","2","3","2","2","2","1","3","2","3","2","1","","","","","","2","2","2","2","2","2","2","2","2","1","1","2","2","1","1","2","2","2","323","0004205",7165
"2160347","10","1","07","1","1","2","2","2","2","2","2","2","2","1","2","2","2","3","1","2","1","2","2","","","","","","2","2","2","2","2","1","2","2","2","2","2","2","2","2","1","2","2","2","323","0004205",10031
"2160347","12","1","05","2","2","1","1","2","2","2","2","2","2","","","","","","","","","","","2","2","3","3","3","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","323","0004205",7165
